17Networks_LH_VisCent_Striate,1,0.558793016,0.815597453,0.459682301,0.463773525,0.165217825,0.118502167,0.432916323,0.141224024,0.10620126,-0.175749348,-0.173347066,-0.127637247,-0.155670257,-0.090288821,-0.129024582,-0.12175595,-0.149559024,-0.102657712,-0.131826215,0.063445403,0.042186972,0.031909926,0.06325576,0.00496553,0.009799849,-0.129962861,-0.071949546,-0.048806717,-0.101573571,-0.133807861,-0.081825684,-0.046690839,-0.125190147,-0.128756711,-0.104984252,-0.136031985,-0.121894583,-0.090526229,-0.040566498,-0.114440864,-0.104241365,-0.133291642,-0.112972685,-0.098174363,-0.071319404,0.009391687,-0.019395605,-0.066485674,-0.078038861,0.009695715,-0.069571272,-0.048263926,0.011038323,-0.021426229,-0.012327444,-0.072394038,-0.089289139,-0.111323464,-0.124850996,-0.079959027,-0.101149496,-0.019894883,0.002352649,-0.031299429,-0.056907071,-0.020532654,0.010385399,-0.033323715,0.001986884,-0.064657769,-0.043022043,0.013516856,-0.067332267,-0.069418882,-0.051227534,-0.012565155,-0.040436275,-0.043723241,-0.07530422,-0.079769297,-0.050664763,-0.030242002,-0.070586296,-0.012312222,0.007598703,-0.020420063,0.008370331,-0.065691513,-0.032047051,-0.032343721,-0.060096954,-0.097786739,-0.041584028,-0.044183504,-0.067376523,-0.082499119,-0.115061295,-0.111777851,-0.053873057,-0.067483346,-0.033707069,-0.119718906,-0.099141133,-0.068362821,-0.085690179,0.045956093,0.021384841,-0.032892706,0.045751936,0.00565719,-0.042526829,-0.180488581,-0.194070771
17Networks_LH_VisCent_ExStr,0.558793016,1,0.509952185,0.896587109,0.378452661,0.440610991,0.450530901,0.37217742,0.43003209,0.432270104,-0.003065291,0.01475544,-0.02938329,-0.030928074,-0.087873079,-0.028552647,-0.030792789,-0.020794239,-0.084169239,-0.039838646,0.352745525,0.432300907,0.415700847,0.397319578,0.428271592,0.395873354,0.056150097,0.096085692,0.073624671,0.100532117,0.102669936,0.117377331,0.128558532,0.112599582,-0.055689906,-0.060597097,-0.061421719,-0.048435897,0.034975129,0.183016374,-0.005127378,-0.020418114,-8.62E-05,-0.001108912,0.04083968,-0.131490259,-0.115876194,-0.1076342,-0.115891578,-0.138776866,-0.056240357,-0.113699131,-0.087652438,-0.110579281,-0.105161837,-0.054802633,-0.095921585,-0.111824004,-0.110098249,-0.110370908,-0.064082968,-0.065251846,-0.125398806,-0.075859004,-0.148312468,-0.130717412,-0.060522001,-0.051678945,-0.096884129,0.004640177,-0.106624392,-0.057252474,-0.03950172,-0.298843484,-0.219362232,-0.225608187,-0.236556435,-0.239434024,-0.153714214,-0.283584195,-0.204523353,-0.248602842,-0.229052021,-0.182930704,-0.14275094,-0.09808525,-0.117685232,-0.100646938,-0.243186217,-0.212205125,-0.172351388,-0.234122166,-0.239076831,-0.217996939,-0.19860356,-0.22063594,-0.134539693,-0.137808388,-0.19758575,-0.144884654,-0.119468591,-0.190470389,-0.175204456,-0.116008547,-0.164231173,-0.135553344,-0.070577189,0.029879195,-0.059112692,-0.052842361,0.088125961,-0.081885136,-0.029739239,-0.035041607
17Networks_RH_VisCent_Striate,0.815597453,0.509952185,1,0.537768485,0.474697533,0.177284689,0.13477736,0.461348157,0.170058525,0.143281607,-0.191135747,-0.186104293,-0.130854254,-0.162959564,-0.105432563,-0.147334563,-0.122066659,-0.154951507,-0.1130094,-0.143719119,0.073072541,0.043326795,0.052968825,0.089723771,0.027971616,0.041265166,-0.139204035,-0.064479839,-0.052009776,-0.0985843,-0.131223393,-0.064843929,-0.032862421,-0.115995349,-0.130710213,-0.107551975,-0.136910579,-0.123057552,-0.082519531,-0.019213387,-0.110022369,-0.099088922,-0.12794688,-0.101037038,-0.085942026,-0.072117699,0.010459628,-0.016157835,-0.069860217,-0.08556127,0.009468603,-0.066407358,-0.03952989,0.018249185,-0.018614419,-0.010689294,-0.064210771,-0.084516155,-0.106657984,-0.109196879,-0.115608291,-0.110561391,-0.039408113,-0.007756461,-0.040691237,-0.054490941,-0.048065409,-0.000652304,-0.04177653,0.010956975,-0.058161817,-0.051887656,0.008688831,-0.08491752,-0.076953011,-0.058118063,-0.021599888,-0.049807824,-0.069856619,-0.087517014,-0.07863737,-0.055613593,-0.026294811,-0.077831546,-0.010138913,0.010559549,-0.014862764,0.009932966,-0.077054015,-0.039685602,-0.034021115,-0.061569323,-0.101401301,-0.050474105,-0.037154805,-0.066304892,-0.090237558,-0.132232977,-0.114275767,-0.056764894,-0.06504879,-0.041082559,-0.123870963,-0.108579358,-0.067035847,-0.069870273,0.039246406,0.012706135,-0.024334213,0.04330779,0.009840964,-0.037944456,-0.192715811,-0.200743386
17Networks_RH_VisCent_ExStr,0.459682301,0.896587109,0.537768485,1,0.364004107,0.440306248,0.454120588,0.379005498,0.463393419,0.469331425,0.007469664,0.035127874,-0.023847963,-0.02691437,-0.089195377,-0.036798515,-0.010617119,-0.001923996,-0.073656853,-0.021233643,0.331596739,0.411017119,0.405576706,0.41352227,0.486941072,0.458126727,0.047656989,0.093624645,0.0654942,0.097581431,0.12144283,0.128357178,0.140297405,0.147776826,-0.053530577,-0.065245149,-0.065462912,-0.044347539,0.034088624,0.203512962,0.002683205,-0.013276862,0.010955328,0.00965048,0.054570981,-0.139153038,-0.11956417,-0.117133207,-0.108551881,-0.143724708,-0.061099207,-0.135757713,-0.105879156,-0.131956998,-0.110641112,-0.081673412,-0.102336058,-0.127966306,-0.098626919,-0.100362468,-0.074359104,-0.050433941,-0.159941944,-0.091633624,-0.159380878,-0.139100343,-0.087837342,-0.06705835,-0.130683088,-0.021102238,-0.126510942,-0.067056609,-0.052137197,-0.31625829,-0.225308319,-0.230087565,-0.240894411,-0.244830455,-0.164221201,-0.31277228,-0.233116903,-0.285623837,-0.261713405,-0.19884665,-0.160738274,-0.115855927,-0.142521416,-0.120736658,-0.237114584,-0.205814631,-0.160859242,-0.227922551,-0.246301443,-0.229017806,-0.201731514,-0.239517311,-0.123698532,-0.128066054,-0.185458104,-0.120621896,-0.096457946,-0.184288219,-0.175045146,-0.102167112,-0.16710112,-0.133577852,-0.075987433,0.024792684,-0.05439175,-0.059672235,0.109564052,-0.082456957,-0.020202889,-0.018324674
17Networks_LH_VisPeri_Striate,0.463773525,0.378452661,0.474697533,0.364004107,1,0.733575964,0.717380641,0.903344518,0.683836077,0.672415776,-0.126193122,-0.127590909,-0.088782975,-0.046137069,-0.060657532,-0.039471822,-0.090243825,-0.042148604,-0.067468472,-0.049228066,0.163787142,0.047666844,0.199829451,0.17660411,0.024818084,0.140723681,-0.02552029,0.074582465,-0.006086493,-0.026292962,-0.013076793,0.071767066,0.035124157,-0.037865905,0.026684174,0.018494663,0.000384712,0.062813819,0.141679501,0.125300403,0.05844069,0.035393261,0.034669082,0.105833899,0.146003708,0.003680804,0.078189536,0.046104714,-0.03016819,-0.049930418,-0.014448467,0.007003909,-0.062454766,0.087140524,-0.017578719,0.041547026,0.000801984,-0.047928037,-0.125860402,-0.130950815,-0.126637468,-0.131665504,-0.071470242,-0.058196071,-0.078342401,-0.042230441,-0.126664662,-0.041601232,-0.078083611,-0.028665888,-0.032804761,-0.121298053,-0.035714453,-0.218059226,-0.18723694,-0.165521141,-0.12590884,-0.170788929,-0.186497753,-0.226691863,-0.193532065,-0.194760058,-0.140658132,-0.214504786,0.079849668,0.057025731,0.06605533,0.053924898,-0.244678116,-0.161717647,-0.136331786,-0.175153886,-0.245063785,-0.167659693,-0.155561532,-0.179580976,-0.21060589,-0.235560629,-0.224012194,-0.199782067,-0.155679204,-0.187444314,-0.210837834,-0.187970379,-0.214086767,-0.159480108,0.128911502,0.012618611,-0.026738046,0.139581785,0.012760835,-0.064173895,-0.168531011,-0.146750412
17Networks_LH_VisPeri_ExStrInf,0.165217825,0.440610991,0.177284689,0.440306248,0.733575964,1,0.802678428,0.707739603,0.872771765,0.763530961,0.009838432,0.014884401,-0.010053924,0.054497092,-0.015919479,0.039873463,-0.014563893,0.061346328,-0.021061906,0.033906412,0.259091351,0.205450126,0.367505623,0.281647992,0.205610841,0.328406523,0.085837612,0.155490996,0.042693293,0.072555755,0.112021154,0.167168818,0.089726011,0.081223687,0.053764928,0.058901227,0.03784512,0.091742583,0.227773076,0.199763806,0.097137225,0.08098011,0.096808731,0.144024256,0.227433668,-0.043160189,-0.008017284,-0.028351744,-0.061482179,-0.100675844,-0.038295965,-0.038419767,-0.096678029,-0.019192327,-0.045354453,-0.026245695,-0.043132458,-0.087510123,-0.097495472,-0.10094421,-0.067146116,-0.060869683,-0.117262567,-0.077730857,-0.111476536,-0.031542506,-0.114607287,-0.039053142,-0.121360851,-0.034119042,-0.024646735,-0.112710623,-0.032379934,-0.322528216,-0.248043616,-0.230451878,-0.23034452,-0.227332923,-0.210481307,-0.325114555,-0.25540519,-0.289241598,-0.25144644,-0.255413829,0.048896306,-0.003837561,0.044196639,-0.008269087,-0.26701613,-0.177957563,-0.160254399,-0.191943964,-0.257304099,-0.190574722,-0.193684946,-0.204177235,-0.175894874,-0.211103185,-0.238480439,-0.230244663,-0.189303885,-0.253977584,-0.233244686,-0.167269867,-0.255419813,-0.201185066,0.217705494,0.162256914,0.037702367,0.232176306,0.179270095,-0.000876002,-0.057929858,-0.033993885
17Networks_LH_VisPeri_ExStrSup,0.118502167,0.450530901,0.13477736,0.454120588,0.717380641,0.802678428,1,0.701138869,0.789851208,0.923154712,0.041970125,0.048197787,0.01298103,0.076882322,-0.028107554,0.06910737,0.009426076,0.078057082,-0.016568301,0.056156979,0.296149037,0.16469658,0.410583551,0.33298087,0.179288808,0.359670851,0.107195851,0.153516744,0.027867274,0.090116994,0.141866596,0.176739035,0.094736466,0.1066922,0.09773554,0.061412057,0.072756969,0.119735288,0.279242041,0.244633848,0.155365165,0.101650606,0.143952547,0.184023461,0.285500958,-0.00386546,-0.006698609,-0.023576665,-0.050856182,-0.063298671,-0.032316846,0.008084392,-0.086932039,0.000402351,-0.068905858,-0.001306497,-0.016697763,-0.043881151,-0.116836771,-0.115269987,-0.113240545,-0.111094819,-0.108898926,-0.138757098,-0.135544099,-0.068420831,-0.14887169,-0.100808487,-0.099715322,-0.075101456,-0.049614537,-0.130892443,-0.093634955,-0.300862205,-0.25274403,-0.257971581,-0.275607346,-0.272789057,-0.232802418,-0.297169704,-0.244097946,-0.303185453,-0.271238195,-0.276043061,0.158256841,0.087382315,0.146656392,0.078434175,-0.285013415,-0.175342501,-0.184709599,-0.235548481,-0.270332547,-0.178525969,-0.215263349,-0.233895115,-0.221464713,-0.23594764,-0.236288189,-0.269457974,-0.225226246,-0.282797628,-0.224024437,-0.188870905,-0.286438456,-0.227699819,0.145217966,0.038595786,0.020638093,0.162282648,0.0647819,-0.025097085,-0.043930655,-0.009261718
17Networks_RH_VisPeri_Striate,0.432916323,0.37217742,0.461348157,0.379005498,0.903344518,0.707739603,0.701138869,1,0.734756238,0.717230551,-0.11102101,-0.10565743,-0.085575263,-0.03848729,-0.054288855,-0.032314173,-0.083712932,-0.032167325,-0.056495336,-0.036835777,0.17676284,0.055213311,0.205886815,0.205410591,0.052005482,0.176497014,-0.014170169,0.084541191,-0.002230448,-0.019762414,0.012072673,0.092210426,0.050061994,-0.012699517,0.034237863,0.023930162,0.00298265,0.070947541,0.155534879,0.140744217,0.068784281,0.048317783,0.048616052,0.119004296,0.166083039,-0.004981221,0.068921918,0.033817256,-0.032607593,-0.053927827,-0.021500085,0.0114467,-0.057514915,0.081388742,-0.021738835,0.039023527,0.001871611,-0.039401957,-0.136379359,-0.129548387,-0.130079689,-0.12393576,-0.072886066,-0.069826184,-0.084331855,-0.042699868,-0.132157401,-0.039939262,-0.066565891,-0.021731292,-0.026369003,-0.108344232,-0.036318348,-0.227213264,-0.196993707,-0.17960498,-0.138889294,-0.182233756,-0.192828764,-0.225891148,-0.19242101,-0.196792176,-0.147510545,-0.213179175,0.070296589,0.0572657,0.075200856,0.057166792,-0.257026475,-0.176526036,-0.149414408,-0.187638492,-0.247845247,-0.175316263,-0.165196433,-0.183164537,-0.216268584,-0.24803426,-0.236941862,-0.212445544,-0.169041044,-0.201750899,-0.214693317,-0.187938866,-0.219833514,-0.162516018,0.115169313,0.00702184,-0.031541951,0.14478785,0.017529091,-0.055981584,-0.174404762,-0.14181409
17Networks_RH_VisPeri_ExStrInf,0.141224024,0.43003209,0.170058525,0.463393419,0.683836077,0.872771765,0.789851208,0.734756238,1,0.804924149,0.028307679,0.040989926,-0.001415356,0.06062701,-0.006166336,0.044406276,-0.001454056,0.07539708,-0.003335488,0.049971764,0.253252447,0.193881465,0.358704483,0.302877655,0.230672609,0.360063294,0.085777055,0.149728524,0.038697009,0.061886271,0.130208228,0.179036621,0.097762336,0.097650465,0.046013381,0.053763817,0.025402337,0.088434782,0.230375966,0.207749962,0.096689334,0.091940202,0.099220137,0.146664537,0.237698721,-0.067664818,-0.027676067,-0.056012556,-0.078717718,-0.120467265,-0.056061349,-0.043975666,-0.101492217,-0.028799875,-0.048695978,-0.033915043,-0.052170688,-0.090830897,-0.107328302,-0.100180217,-0.067232944,-0.040228615,-0.134074673,-0.105714133,-0.133147144,-0.048515747,-0.132866765,-0.039923297,-0.112201842,-0.030046567,-0.016595694,-0.104557906,-0.030174273,-0.343036064,-0.270907384,-0.259034839,-0.261391054,-0.253387224,-0.217032409,-0.32208418,-0.254720665,-0.291267902,-0.258298088,-0.245713149,0.035371562,-0.006716736,0.063372484,-0.002913291,-0.276034747,-0.182167856,-0.172149361,-0.206310767,-0.246566279,-0.177869542,-0.189248753,-0.194151923,-0.1624484,-0.226220626,-0.257097934,-0.248717085,-0.212948353,-0.280906558,-0.236188499,-0.159567433,-0.258492131,-0.203746536,0.211151946,0.15863745,0.033029398,0.264276858,0.207711669,0.02138641,-0.070527089,-0.026747398
17Networks_RH_VisPeri_ExStrSup,0.10620126,0.432270104,0.143281607,0.469331425,0.672415776,0.763530961,0.923154712,0.717230551,0.804924149,1,0.035997481,0.054108157,0.006914479,0.075350718,-0.030010384,0.059881239,0.008188323,0.084468949,-0.007376241,0.060876284,0.284351193,0.155564327,0.387035253,0.356880476,0.197347693,0.387563391,0.096487455,0.143931678,0.023736424,0.081705817,0.154901067,0.188565432,0.106397546,0.122422695,0.101367476,0.064601829,0.078609105,0.12079475,0.280610419,0.258695915,0.166715916,0.116717789,0.160494276,0.191958982,0.299286925,-0.017014382,-0.018301303,-0.032029642,-0.05822876,-0.059317266,-0.035248949,0.020135507,-0.069114212,0.002282844,-0.071940292,0.007372257,-0.01413658,-0.023987529,-0.122034021,-0.108408529,-0.12106431,-0.101781099,-0.113954068,-0.1478407,-0.138296796,-0.080260414,-0.157612242,-0.103349261,-0.079226831,-0.055167575,-0.037102169,-0.114272757,-0.0929364,-0.31131168,-0.266364525,-0.273199801,-0.28483984,-0.290966596,-0.242531906,-0.27866103,-0.231619494,-0.293037338,-0.264281037,-0.261886269,0.138105955,0.090615167,0.169312768,0.092426542,-0.304656176,-0.194915238,-0.20360988,-0.259064567,-0.262131372,-0.178558138,-0.21487895,-0.232145892,-0.220686346,-0.248999207,-0.248770138,-0.282756966,-0.235477152,-0.299011585,-0.217799516,-0.18581252,-0.285265948,-0.223712229,0.113409557,0.023581237,0.007090694,0.165663474,0.069573258,-0.009039512,-0.055548173,-0.004075721
